Code;Quelle;Aktivitätsname;Vorschlag_Code;Parent;Parent Code;Kommentar
RWMPMP;MTL;Ansehen / Kommentieren Youtube-Videos
RWMPMP;MTL;Aussuchen Radiosender
RWMPMP;MTL;Scan Backlink Broadcast
RWMPMP;MTL;Scan Mark Dennison Livestream
RWMPMP;MTL;Scan OpenAIR
RWMPMP;MTL;Scan Radio Arabella
RWMPMP;MTL;Scan Radio Arabella / Bearb. Playlist
RWMPMP;MTL;Scan Stadtradio 1
RWMPMP;MTL;Scan Thinking Frequencies
RWMPMP;MTL;Scan i101 Radio
RWMPMP;MTL;div. Surfen / Ansehen Youtube-Videos
RWMPMP;Learned;Analyse Musiksendungen Thinking Frequencies
RWMPMP;Learned;Analyse Thinking Frequencies
RWMPMP;Learned;Analyse Thinking Frequencies / Surfen Aufnahme London Calling
RWMPMP;Learned;Analyse Thinking Frequencies / Wunsch Street Fighting Man
RWMPMP;Learned;Posting Antwort Youtube-Video / Start The fly (U2)
RWMPMP;Learned;Scan + Analyse Thinking Frequencies
RWMPMP;Learned;Scan / Konversation Thinking Frequencies
RWMPMP;Learned;Scan Backlink Broadcast / Sendungen Thinking Frequencies
RWMPMP;Learned;Scan Thinking Frequencies inkl. Programm

RWMPSE;MTL;Anhören RW-Prg. mit Sati + Akif Ersoy
RWMPSE;MTL;Anhören RW-Prg. mit Sati Ersoy
RWMPSE;MTL;Scan / Wunsch Andon FM
RWMPSE;MTL;Scan Andon FM

RWOMCH;MTL;Bearb.Ohrwürmer
RWOMCH;MTL;Bearb.Ohrwürmer(Charts)

RWOWCH;MTL;Bearb. Ohrwürmer
RWOWCH;MTL;Bearb. Ohrwürmer (Charts)

RWOWDN;MTL;Bearb. Ohrwürmer (durchzunehmende)
RWOWDN;MTL;Bearb.Ohrwürmer (durchzunehmende)

RWOWDO;Learned;Dokumentation Ohrwurm-Projekt
RWOWDO;Learned;Eintragen Aktivität Doku Ohrwürmer

RWOWTT;MTL;Bearb. Ohrwürmer (Nachfassen aus alten Charts)
RWOWTT;MTL;Bearb.Ohrwürmer(Nachfassen aus alten Charts)

RWPLAF;Learned;Analyse Andon FM
RWPLAF;Learned;Bearb. Library Andon FM
RWPLAF;Learned;Untersuchung Rotation Andon FM / OpenAIR

RWRSMR;MTL;Ansehen Youtube
RWRSMR;MTL;Scan Arabella Magic
RWRSMR;MTL;Scan Museumsradio
RWRSMR;MTL;Scan OE24 Radio
RWRSMR;MTL;Scan ROck Antenne Österreich

RWRUEP;MTL;Einpacken Musik für Fahrt
RWRUEP;MTL;Einpacken Musik für Fahrt inkl. Player + Akkus

RWYTPL;MTL;Bearb. Playlist
RWYTPL;MTL;Scan RW KI
RWYTPL;MTL;Surfen Andon FM
RWYTPL;MTL;Vorbereitung Playlist für Hören beim Frühstück
RWYTPL;MTL;Vorbereitung Playlist für Hören unter der Dusche
RWYTPL;Learned;Surfen Andon FM / Lush Life

WFLEKA;Learned;Neukauf Mikrowelle (Media Markt Floridsdorf) (Hinweg)
WFLEKA;Learned;Neukauf Mikrowelle (Media Markt Floridsdorf) / Rückweg
WFLEKA;Learned;Vorbereitung Neukauf Mikrowelle

WFLEMH;Learned;Schadensaufnahme Mikrowellenherd / Stromausfall
WFLEMH;Learned;Versorgung Mitbringsel (Auspacken neuen Mikrowellenherd)
WFLEMH;Learned;Versorgung Mitbringsel (Lesen Anleitung neuer Mikrowellenherd)
WFLEMH;Learned;Versorgung Mitbringsel (Reinigung neuer Mikrowellenherd / Lesen weitere Anleitungen)
WFLEMH;Learned;Versorgung Mitbringsel (neuen Mikrowellenherd)
WFLEMH;Learned;div. Surfen (Mikrowellenherde bei Media Markt) / Nachrichten an Sati

WFPUEL;MTL;Einlass / Koordination Sati
WFPUEL;MTL;Einlass / Koordination Sati Ersoy
WFPUEL;Learned;Einlass / Koordination / Verabschiedung Sati Ersoy
WFPUEL;Learned;Einlass / Koordination / Zahlung / Verabschiedung Sati Ersoy

WFPUZA;MTL;Verabschiedung / Zahlung Sati Ersoy
WFPUZA;Learned;Verabschiedung Sati Ersoy

WFTEBE;MTL;Bewässerung Terrasse
WFTEBE;MTL;Prüfung Bewässerung Terrasse
